"ms_ensemblID","ms_ensemblID_version","ms_symbol","hu_ensemblID","hu_symbol","hu_ensemblID_version","date"
"ENSMUSG00000051355","ENSMUSG00000051355.19","Commd1","ENSG00000173163","COMMD1","ENSG00000173163.11",2024-08-25
"ENSMUSG00000007739","ENSMUSG00000007739.11","Cct4","ENSG00000115484","CCT4","ENSG00000115484.15",2024-08-25
"ENSMUSG00000052833","ENSMUSG00000052833.10","Sae1","ENSG00000142230","SAE1","ENSG00000142230.13",2024-08-25
"ENSMUSG00000003934","ENSMUSG00000003934.6","Efnb3","ENSG00000108947","EFNB3","ENSG00000108947.5",2024-08-25
"ENSMUSG00000059273","ENSMUSG00000059273.10","Zc3h4","ENSG00000130749","ZC3H4","ENSG00000130749.10",2024-08-25
"ENSMUSG00000020857","ENSMUSG00000020857.12","Nme2","ENSG00000243678","NME2","ENSG00000243678.12",2024-08-25
"ENSMUSG00000037601","ENSMUSG00000037601.12","Nme1","ENSG00000239672","NME1","ENSG00000239672.8",2024-08-25
"ENSMUSG00000019158","ENSMUSG00000019158.10","Tmem160","ENSG00000130748","TMEM160","ENSG00000130748.7",2024-08-25
"ENSMUSG00000001988","ENSMUSG00000001988.10","Npas1","ENSG00000130751","NPAS1","ENSG00000130751.10",2024-08-25
"ENSMUSG00000064289","ENSMUSG00000064289.16","Tank","ENSG00000136560","TANK","ENSG00000136560.14",2024-08-25
"ENSMUSG00000058230","ENSMUSG00000058230.14","Arhgap35","ENSG00000160007","ARHGAP35","ENSG00000160007.20",2024-08-25
"ENSMUSG00000037573","ENSMUSG00000037573.6","Tob1","ENSG00000141232","TOB1","ENSG00000141232.5",2024-08-25
"ENSMUSG00000044177","ENSMUSG00000044177.5","Wfikkn2","ENSG00000173714","WFIKKN2","ENSG00000173714.8",2024-08-25
"ENSMUSG00000094091","ENSMUSG00000094091.4","Ankrd40cl","ENSG00000167117","ANKRD40CL","ENSG00000167117.10",2024-08-25
"ENSMUSG00000020863","ENSMUSG00000020863.16","Luc7l3","ENSG00000108848","LUC7L3","ENSG00000108848.16",2024-08-25
"ENSMUSG00000008036","ENSMUSG00000008036.12","Ap2s1","ENSG00000042753","AP2S1","ENSG00000042753.12",2024-08-25
"ENSMUSG00000001918","ENSMUSG00000001918.18","Slc1a5","ENSG00000105281","SLC1A5","ENSG00000105281.12",2024-08-25
"ENSMUSG00000018965","ENSMUSG00000018965.12","Ywhah","ENSG00000128245","YWHAH","ENSG00000128245.15",2024-08-25
"ENSMUSG00000026914","ENSMUSG00000026914.16","Psmd14","ENSG00000115233","PSMD14","ENSG00000115233.12",2024-08-25
"ENSMUSG00000011034","ENSMUSG00000011034.7","Slc5a1","ENSG00000100170","SLC5A1","ENSG00000100170.10",2024-08-25
"ENSMUSG00000048920","ENSMUSG00000048920.9","Fkrp","ENSG00000181027","FKRP","ENSG00000181027.11",2024-08-25
"ENSMUSG00000030374","ENSMUSG00000030374.16","Strn4","ENSG00000090372","STRN4","ENSG00000090372.15",2024-08-25
"ENSMUSG00000035033","ENSMUSG00000035033.16","Tbr1","ENSG00000136535","TBR1","ENSG00000136535.15",2024-08-25
"ENSMUSG00000109713","ENSMUSG00000109713.2","Pvrig","ENSG00000213413","PVRIG","ENSG00000213413.3",2024-08-25
"ENSMUSG00000119207","ENSMUSG00000119207.1","Gm25525","ENSG00000207336","RNU6-658P","ENSG00000207336.1",2024-08-25
"ENSMUSG00000020864","ENSMUSG00000020864.14","Ankrd40","ENSG00000154945","ANKRD40","ENSG00000154945.7",2024-08-25
"ENSMUSG00000026904","ENSMUSG00000026904.18","Slc4a10","ENSG00000144290","SLC4A10","ENSG00000144290.17",2024-08-25
"ENSMUSG00000029131","ENSMUSG00000029131.15","Dnajb6","ENSG00000105993","DNAJB6","ENSG00000105993.15",2024-08-25
"ENSMUSG00000020865","ENSMUSG00000020865.17","Abcc3","ENSG00000108846","ABCC3","ENSG00000108846.16",2024-08-25
"ENSMUSG00000041187","ENSMUSG00000041187.17","Prkd2","ENSG00000105287","PRKD2","ENSG00000105287.13",2024-08-25
"ENSMUSG00000025746","ENSMUSG00000025746.12","Il6","ENSG00000136244","IL6","ENSG00000136244.12",2024-08-25
"ENSMUSG00000025747","ENSMUSG00000025747.13","Tyms","ENSG00000176890","TYMS","ENSG00000176890.16",2024-08-25
"ENSMUSG00000078794","ENSMUSG00000078794.5","Dact3","ENSG00000197380","DACT3","ENSG00000197380.11",2024-08-25
"ENSMUSG00000063594","ENSMUSG00000063594.6","Gng8","ENSG00000167414","GNG8","ENSG00000167414.5",2024-08-25
"ENSMUSG00000043017","ENSMUSG00000043017.10","Ptgir","ENSG00000160013","PTGIR","ENSG00000160013.9",2024-08-25
"ENSMUSG00000020866","ENSMUSG00000020866.18","Cacna1g","ENSG00000006283","CACNA1G","ENSG00000006283.18",2024-08-25
"ENSMUSG00000044576","ENSMUSG00000044576.7","Garem2","ENSG00000157833","GAREM2","ENSG00000157833.13",2024-08-25
"ENSMUSG00000030400","ENSMUSG00000030400.18","Ercc2","ENSG00000104884","ERCC2","ENSG00000104884.17",2024-08-25
"ENSMUSG00000025745","ENSMUSG00000025745.13","Hadha","ENSG00000084754","HADHA","ENSG00000084754.12",2024-08-25
"ENSMUSG00000059447","ENSMUSG00000059447.14","Hadhb","ENSG00000138029","HADHB","ENSG00000138029.14",2024-08-25
"ENSMUSG00000035000","ENSMUSG00000035000.9","Dpp4","ENSG00000197635","DPP4","ENSG00000197635.11",2024-08-25
"ENSMUSG00000040714","ENSMUSG00000040714.15","Klc3","ENSG00000104892","KLC3","ENSG00000104892.17",2024-08-25
"ENSMUSG00000027199","ENSMUSG00000027199.15","Gatm","ENSG00000171766","GATM","ENSG00000171766.17",2024-08-25
"ENSMUSG00000118663","ENSMUSG00000118663.1","Afg2b","ENSG00000171763","AFG2B","ENSG00000171763.20",2024-08-25
"ENSMUSG00000033213","ENSMUSG00000033213.17","AA467197","ENSG00000166920","C15orf48","ENSG00000166920.13",2024-08-25
"ENSMUSG00000067642","ENSMUSG00000067642.12","Adgrf3","ENSG00000173567","ADGRF3","ENSG00000173567.16",2024-08-25
"ENSMUSG00000030399","ENSMUSG00000030399.3","Ckm","ENSG00000104879","CKM","ENSG00000104879.5",2024-08-25
"ENSMUSG00000076309","ENSMUSG00000076309.4","Mir147","ENSG00000284386","MIR147B","ENSG00000284386.1",2024-08-25
"ENSMUSG00000005802","ENSMUSG00000005802.13","Slc30a4","ENSG00000104154","SLC30A4","ENSG00000104154.7",2024-08-25
"ENSMUSG00000075703","ENSMUSG00000075703.17","Selenoi","ENSG00000138018","SELENOI","ENSG00000138018.19",2024-08-25
"ENSMUSG00000040794","ENSMUSG00000040794.6","C1qtnf4","ENSG00000172247","C1QTNF4","ENSG00000172247.4",2024-08-25
"ENSMUSG00000030397","ENSMUSG00000030397.12","Mark4","ENSG00000007047","MARK4","ENSG00000007047.16",2024-08-25
"ENSMUSG00000005510","ENSMUSG00000005510.10","Ndufs3","ENSG00000213619","NDUFS3","ENSG00000213619.11",2024-08-25
"ENSMUSG00000005505","ENSMUSG00000005505.13","Kbtbd4","ENSG00000123444","KBTBD4","ENSG00000123444.14",2024-08-25
"ENSMUSG00000049606","ENSMUSG00000049606.17","Zfp644","ENSG00000122482","ZNF644","ENSG00000122482.22",2024-08-25
"ENSMUSG00000057667","ENSMUSG00000057667.8","Bloc1s3","ENSG00000189114","BLOC1S3","ENSG00000189114.8",2024-08-25
"ENSMUSG00000063235","ENSMUSG00000063235.19","Ptpmt1","ENSG00000110536","PTPMT1","ENSG00000110536.14",2024-08-25
"ENSMUSG00000002043","ENSMUSG00000002043.18","Trappc6a","ENSG00000007255","TRAPPC6A","ENSG00000007255.10",2024-08-25
"ENSMUSG00000005506","ENSMUSG00000005506.17","Celf1","ENSG00000149187","CELF1","ENSG00000149187.19",2024-08-25
"ENSMUSG00000060621","ENSMUSG00000060621.7","Nkpd1","ENSG00000179846","NKPD1","ENSG00000179846.11",2024-08-25
"ENSMUSG00000051403","ENSMUSG00000051403.10","Ppp1r37","ENSG00000104866","PPP1R37","ENSG00000104866.11",2024-08-25
"ENSMUSG00000045078","ENSMUSG00000045078.13","Rnf216","ENSG00000011275","RNF216","ENSG00000011275.19",2024-08-25
"ENSMUSG00000044709","ENSMUSG00000044709.7","Gemin7","ENSG00000142252","GEMIN7","ENSG00000142252.11",2024-08-25
"ENSMUSG00000011267","ENSMUSG00000011267.9","Zfp296","ENSG00000170684","ZNF296","ENSG00000170684.10",2024-08-25
"ENSMUSG00000061028","ENSMUSG00000061028.8","Clasrp","ENSG00000104859","CLASRP","ENSG00000104859.15",2024-08-25
"ENSMUSG00000057816","ENSMUSG00000057816.8","Cfap299","ENSG00000197826","CFAP299","ENSG00000197826.13",2024-08-25
"ENSMUSG00000007907","ENSMUSG00000007907.5","Cabs1","ENSG00000145309","CABS1","ENSG00000145309.6",2024-08-25
"ENSMUSG00000002983","ENSMUSG00000002983.19","Relb","ENSG00000104856","RELB","ENSG00000104856.15",2024-08-25
"ENSMUSG00000029282","ENSMUSG00000029282.4","Amtn","ENSG00000187689","AMTN","ENSG00000187689.10",2024-08-25
"ENSMUSG00000002104","ENSMUSG00000002104.12","Rapsn","ENSG00000165917","RAPSN","ENSG00000165917.10",2024-08-25
"ENSMUSG00000029288","ENSMUSG00000029288.12","Ambn","ENSG00000178522","AMBN","ENSG00000178522.15",2024-08-25
"ENSMUSG00000068264","ENSMUSG00000068264.12","Ap5s1","ENSG00000125843","AP5S1","ENSG00000125843.11",2024-08-25
"ENSMUSG00000002981","ENSMUSG00000002981.11","Clptm1","ENSG00000104853","CLPTM1","ENSG00000104853.16",2024-08-25
"ENSMUSG00000029286","ENSMUSG00000029286.13","Enam","ENSG00000132464","ENAM","ENSG00000132464.13",2024-08-25
"ENSMUSG00000067149","ENSMUSG00000067149.7","Jchain","ENSG00000132465","JCHAIN","ENSG00000132465.12",2024-08-25
"ENSMUSG00000037523","ENSMUSG00000037523.14","Mavs","ENSG00000088888","MAVS","ENSG00000088888.18",2024-08-25
"ENSMUSG00000033467","ENSMUSG00000033467.13","Crlf2","ENSG00000205755","CRLF2","ENSG00000205755.13",2024-08-25
"ENSMUSG00000002992","ENSMUSG00000002992.18","Apoc2","ENSG00000234906","APOC2","ENSG00000234906.11",2024-08-25
"ENSMUSG00000074336","ENSMUSG00000074336.6","Apoc4","ENSG00000267467","APOC4","ENSG00000267467.4",2024-08-25
"ENSMUSG00000040564","ENSMUSG00000040564.15","Apoc1","ENSG00000130208","APOC1","ENSG00000130208.10",2024-08-25
"ENSMUSG00000037514","ENSMUSG00000037514.19","Pank2","ENSG00000125779","PANK2","ENSG00000125779.24",2024-08-25
"ENSMUSG00000002985","ENSMUSG00000002985.17","Apoe","ENSG00000130203","APOE","ENSG00000130203.10",2024-08-25
"ENSMUSG00000054079","ENSMUSG00000054079.13","Utp18","ENSG00000011260","UTP18","ENSG00000011260.14",2024-08-25
"ENSMUSG00000059474","ENSMUSG00000059474.14","Mbtd1","ENSG00000011258","MBTD1","ENSG00000011258.16",2024-08-25
"ENSMUSG00000002984","ENSMUSG00000002984.18","Tomm40","ENSG00000130204","TOMM40","ENSG00000130204.13",2024-08-25
"ENSMUSG00000065563","ENSMUSG00000065563.3","Mir103-2","ENSG00000199024","MIR103A2","ENSG00000199024.1",2024-08-25
"ENSMUSG00000048911","ENSMUSG00000048911.16","Rnf24","ENSG00000101236","RNF24","ENSG00000101236.17",2024-08-25
"ENSMUSG00000062300","ENSMUSG00000062300.15","Nectin2","ENSG00000130202","NECTIN2","ENSG00000130202.10",2024-08-25
"ENSMUSG00000027403","ENSMUSG00000027403.13","Tgm6","ENSG00000166948","TGM6","ENSG00000166948.10",2024-08-25
"ENSMUSG00000002980","ENSMUSG00000002980.15","Bcam","ENSG00000187244","BCAM","ENSG00000187244.12",2024-08-25
"ENSMUSG00000027404","ENSMUSG00000027404.17","Snrpb","ENSG00000125835","SNRPB","ENSG00000125835.20",2024-08-25
"ENSMUSG00000029616","ENSMUSG00000029616.10","Erp29","ENSG00000089248","ERP29","ENSG00000089248.7",2024-08-25
"ENSMUSG00000034793","ENSMUSG00000034793.16","G6pc3","ENSG00000141349","G6PC3","ENSG00000141349.10",2024-08-25
"ENSMUSG00000040525","ENSMUSG00000040525.14","Cblc","ENSG00000142273","CBLC","ENSG00000142273.13",2024-08-25
"ENSMUSG00000060332","ENSMUSG00000060332.10","Tmc2","ENSG00000149488","TMC2","ENSG00000149488.14",2024-08-25
"ENSMUSG00000029452","ENSMUSG00000029452.19","Tmem116","ENSG00000198270","TMEM116","ENSG00000198270.13",2024-08-25
"ENSMUSG00000008855","ENSMUSG00000008855.18","Hdac5","ENSG00000108840","HDAC5","ENSG00000108840.16",2024-08-25
"ENSMUSG00000027405","ENSMUSG00000027405.17","Nop56","ENSG00000101361","NOP56","ENSG00000101361.17",2024-08-25
"ENSMUSG00000049643","ENSMUSG00000049643.16","2310022A10Rik","ENSG00000160392","C19orf47","ENSG00000160392.14",2024-08-25
"ENSMUSG00000004056","ENSMUSG00000004056.17","Akt2","ENSG00000105221","AKT2","ENSG00000105221.18",2024-08-25
"ENSMUSG00000080610","ENSMUSG00000080610.3","Snord110","ENSG00000221116","SNORD110","ENSG00000221116.1",2024-08-25
"ENSMUSG00000093645","ENSMUSG00000093645.3","Gm23187","ENSG00000212498","SNORD86","ENSG00000212498.1",2024-08-25
"ENSMUSG00000065289","ENSMUSG00000065289.3","Gm23650","ENSG00000229686","SNORD56","ENSG00000229686.1",2024-08-25
"ENSMUSG00000065272","ENSMUSG00000065272.3","Snord57","ENSG00000226572","SNORD57","ENSG00000226572.1",2024-08-25
"ENSMUSG00000027406","ENSMUSG00000027406.14","Idh3b","ENSG00000101365","IDH3B","ENSG00000101365.21",2024-08-25
"ENSMUSG00000029454","ENSMUSG00000029454.16","Mapkapk5","ENSG00000089022","MAPKAPK5","ENSG00000089022.15",2024-08-25
"ENSMUSG00000027593","ENSMUSG00000027593.16","Raly","ENSG00000125970","RALY","ENSG00000125970.12",2024-08-25
"ENSMUSG00000007944","ENSMUSG00000007944.9","Ttc9b","ENSG00000174521","TTC9B","ENSG00000174521.8",2024-08-25
"ENSMUSG00000040390","ENSMUSG00000040390.14","Map3k10","ENSG00000130758","MAP3K10","ENSG00000130758.8",2024-08-25
"ENSMUSG00000034773","ENSMUSG00000034773.17","Hrob","ENSG00000125319","HROB","ENSG00000125319.15",2024-08-25
"ENSMUSG00000029455","ENSMUSG00000029455.15","Aldh2","ENSG00000111275","ALDH2","ENSG00000111275.13",2024-08-25
"ENSMUSG00000034768","ENSMUSG00000034768.5","Asb16","ENSG00000161664","ASB16","ENSG00000161664.7",2024-08-25
"ENSMUSG00000034757","ENSMUSG00000034757.16","Tmub2","ENSG00000168591","TMUB2","ENSG00000168591.16",2024-08-25
"ENSMUSG00000030789","ENSMUSG00000030789.10","Itgax","ENSG00000140678","ITGAX","ENSG00000140678.17",2024-08-25
"ENSMUSG00000040061","ENSMUSG00000040061.18","Plcb2","ENSG00000137841","PLCB2","ENSG00000137841.12",2024-08-25
"ENSMUSG00000059995","ENSMUSG00000059995.13","Atxn7l3","ENSG00000087152","ATXN7L3","ENSG00000087152.16",2024-08-25
"ENSMUSG00000070369","ENSMUSG00000070369.14","Itgad","ENSG00000156886","ITGAD","ENSG00000156886.12",2024-08-25
"ENSMUSG00000074918","ENSMUSG00000074918.5","Inafm2","ENSG00000259330","INAFM2","ENSG00000259330.3",2024-08-25
"ENSMUSG00000045838","ENSMUSG00000045838.10","Ccdc9b","ENSG00000188549","CCDC9B","ENSG00000188549.13",2024-08-25
"ENSMUSG00000020923","ENSMUSG00000020923.18","Ubtf","ENSG00000108312","UBTF","ENSG00000108312.16",2024-08-25
"ENSMUSG00000029458","ENSMUSG00000029458.15","Brap","ENSG00000089234","BRAP","ENSG00000089234.16",2024-08-25
"ENSMUSG00000040035","ENSMUSG00000040035.15","Disp2","ENSG00000140323","DISP2","ENSG00000140323.6",2024-08-25
"ENSMUSG00000030785","ENSMUSG00000030785.9","Cox6a2","ENSG00000156885","COX6A2","ENSG00000156885.6",2024-08-25
"ENSMUSG00000042178","ENSMUSG00000042178.7","Armc5","ENSG00000140691","ARMC5","ENSG00000140691.18",2024-08-25
"ENSMUSG00000027331","ENSMUSG00000027331.16","Knstrn","ENSG00000128944","KNSTRN","ENSG00000128944.14",2024-08-25
"ENSMUSG00000030782","ENSMUSG00000030782.18","Tgfb1i1","ENSG00000140682","TGFB1I1","ENSG00000140682.19",2024-08-25
"ENSMUSG00000035456","ENSMUSG00000035456.10","Prdm8","ENSG00000152784","PRDM8","ENSG00000152784.16",2024-08-25
"ENSMUSG00000029337","ENSMUSG00000029337.3","Fgf5","ENSG00000138675","FGF5","ENSG00000138675.17",2024-08-25
"ENSMUSG00000029182","ENSMUSG00000029182.11","Fam166c","ENSG00000173557","CIMIP2C","ENSG00000173557.15",2024-08-25
"ENSMUSG00000053194","ENSMUSG00000053194.3","Cib4","ENSG00000157884","CIB4","ENSG00000157884.11",2024-08-25
"ENSMUSG00000027332","ENSMUSG00000027332.12","Ivd","ENSG00000128928","IVD","ENSG00000128928.10",2024-08-25
"ENSMUSG00000049265","ENSMUSG00000049265.9","Kcnk3","ENSG00000171303","KCNK3","ENSG00000171303.8",2024-08-25
"ENSMUSG00000029175","ENSMUSG00000029175.18","Slc35f6","ENSG00000213699","SLC35F6","ENSG00000213699.9",2024-08-25
"ENSMUSG00000027377","ENSMUSG00000027377.3","Mall","ENSG00000144063","MALL","ENSG00000144063.4",2024-08-25
"ENSMUSG00000029177","ENSMUSG00000029177.10","Cenpa","ENSG00000115163","CENPA","ENSG00000115163.15",2024-08-25
"ENSMUSG00000027378","ENSMUSG00000027378.17","Nphp1","ENSG00000144061","NPHP1","ENSG00000144061.14",2024-08-25
"ENSMUSG00000030781","ENSMUSG00000030781.14","Slc5a2","ENSG00000140675","SLC5A2","ENSG00000140675.13",2024-08-25
"ENSMUSG00000029168","ENSMUSG00000029168.15","Dpysl5","ENSG00000157851","DPYSL5","ENSG00000157851.17",2024-08-25
"ENSMUSG00000030780","ENSMUSG00000030780.16","Rusf1","ENSG00000140688","RUSF1","ENSG00000140688.18",2024-08-25
"ENSMUSG00000051319","ENSMUSG00000051319.7","Mtln","ENSG00000175701","MTLN","ENSG00000175701.11",2024-08-25
"ENSMUSG00000027379","ENSMUSG00000027379.15","Bub1","ENSG00000169679","BUB1","ENSG00000169679.15",2024-08-25
"ENSMUSG00000001569","ENSMUSG00000001569.11","Nom1","ENSG00000146909","NOM1","ENSG00000146909.8",2024-08-25
"ENSMUSG00000001566","ENSMUSG00000001566.11","Mnx1","ENSG00000130675","MNX1","ENSG00000130675.15",2024-08-25
"ENSMUSG00000048170","ENSMUSG00000048170.15","Mcmbp","ENSG00000197771","MCMBP","ENSG00000197771.13",2024-08-25
"ENSMUSG00000029178","ENSMUSG00000029178.16","Klf3","ENSG00000109787","KLF3","ENSG00000109787.13",2024-08-25
"ENSMUSG00000055319","ENSMUSG00000055319.9","Sec23ip","ENSG00000107651","SEC23IP","ENSG00000107651.15",2024-08-25
"ENSMUSG00000027333","ENSMUSG00000027333.19","Smox","ENSG00000088826","SMOX","ENSG00000088826.18",2024-08-25
"ENSMUSG00000044827","ENSMUSG00000044827.11","Tlr1","ENSG00000174125","TLR1","ENSG00000174125.8",2024-08-25
"ENSMUSG00000006574","ENSMUSG00000006574.16","Slc4a1","ENSG00000004939","SLC4A1","ENSG00000004939.16",2024-08-25
"ENSMUSG00000051498","ENSMUSG00000051498.8","Tlr6","ENSG00000174130","TLR6","ENSG00000174130.13",2024-08-25
"ENSMUSG00000037563","ENSMUSG00000037563.16","Rps16","ENSG00000105193","RPS16","ENSG00000105193.9",2024-08-25
"ENSMUSG00000029236","ENSMUSG00000029236.5","Nmu","ENSG00000109255","NMU","ENSG00000109255.11",2024-08-25
"ENSMUSG00000037552","ENSMUSG00000037552.18","Plekhg2","ENSG00000090924","PLEKHG2","ENSG00000090924.15",2024-08-25
"ENSMUSG00000091204","ENSMUSG00000091204.9","Exoc1l","ENSG00000250821","EXOC1L","ENSG00000250821.3",2024-08-25
"ENSMUSG00000036435","ENSMUSG00000036435.14","Exoc1","ENSG00000090989","EXOC1","ENSG00000090989.18",2024-08-25
"ENSMUSG00000006575","ENSMUSG00000006575.15","Rundc3a","ENSG00000108309","RUNDC3A","ENSG00000108309.14",2024-08-25
"ENSMUSG00000027335","ENSMUSG00000027335.10","Adra1d","ENSG00000171873","ADRA1D","ENSG00000171873.8",2024-08-25
"ENSMUSG00000027122","ENSMUSG00000027122.16","Arl14ep","ENSG00000152219","ARL14EP","ENSG00000152219.5",2024-08-25
"ENSMUSG00000036403","ENSMUSG00000036403.16","Cep135","ENSG00000174799","CEP135","ENSG00000174799.12",2024-08-25
"ENSMUSG00000044786","ENSMUSG00000044786.7","Zfp36","ENSG00000128016","ZFP36","ENSG00000128016.7",2024-08-25
"ENSMUSG00000027120","ENSMUSG00000027120.7","Fshb","ENSG00000131808","FSHB","ENSG00000131808.11",2024-08-25
"ENSMUSG00000003444","ENSMUSG00000003444.9","Med29","ENSG00000063322","MED29","ENSG00000063322.15",2024-08-25
"ENSMUSG00000064405","ENSMUSG00000064405.3","Gm23925","ENSG00000200354","SNORA71D","ENSG00000200354.1",2024-08-25
"ENSMUSG00000003437","ENSMUSG00000003437.15","Paf1","ENSG00000006712","PAF1","ENSG00000006712.15",2024-08-25
"ENSMUSG00000018677","ENSMUSG00000018677.10","Slc25a39","ENSG00000013306","SLC25A39","ENSG00000013306.16",2024-08-25
"ENSMUSG00000065840","ENSMUSG00000065840.3","Gm25187","ENSG00000274309","SNORA71E","ENSG00000274309.1",2024-08-25
"ENSMUSG00000036377","ENSMUSG00000036377.21","Cracd","ENSG00000109265","CRACD","ENSG00000109265.15",2024-08-25
"ENSMUSG00000064585","ENSMUSG00000064585.3","Gm25129","ENSG00000199266","SNORA60","ENSG00000199266.1",2024-08-25
"ENSMUSG00000109336","ENSMUSG00000109336.3","Samd4b","ENSG00000179134","SAMD4B","ENSG00000179134.16",2024-08-25
"ENSMUSG00000027652","ENSMUSG00000027652.16","Ralgapb","ENSG00000170471","RALGAPB","ENSG00000170471.15",2024-08-25
"ENSMUSG00000060791","ENSMUSG00000060791.16","Gmfg","ENSG00000130755","GMFG","ENSG00000130755.13",2024-08-25
"ENSMUSG00000055923","ENSMUSG00000055923.17","Aasdh","ENSG00000157426","AASDH","ENSG00000157426.14",2024-08-25
"ENSMUSG00000030600","ENSMUSG00000030600.16","Lrfn1","ENSG00000128011","LRFN1","ENSG00000128011.5",2024-08-25
"ENSMUSG00000084174","ENSMUSG00000084174.4","Sycn","ENSG00000179751","SYCN","ENSG00000179751.7",2024-08-25
"ENSMUSG00000047586","ENSMUSG00000047586.5","Nccrp1","ENSG00000188505","NCCRP1","ENSG00000188505.5",2024-08-25
"ENSMUSG00000030602","ENSMUSG00000030602.14","Pak4","ENSG00000130669","PAK4","ENSG00000130669.17",2024-08-25
"ENSMUSG00000044405","ENSMUSG00000044405.5","Adig","ENSG00000182035","ADIG","ENSG00000182035.13",2024-08-25
"ENSMUSG00000037771","ENSMUSG00000037771.12","Slc32a1","ENSG00000101438","SLC32A1","ENSG00000101438.4",2024-08-25
"ENSMUSG00000037469","ENSMUSG00000037469.12","Acp7","ENSG00000183760","ACP7","ENSG00000183760.11",2024-08-25
"ENSMUSG00000029246","ENSMUSG00000029246.15","Ppat","ENSG00000128059","PPAT","ENSG00000128059.8",2024-08-25
"ENSMUSG00000037761","ENSMUSG00000037761.17","Actr5","ENSG00000101442","ACTR5","ENSG00000101442.10",2024-08-25
"ENSMUSG00000034708","ENSMUSG00000034708.13","Grn","ENSG00000030582","GRN","ENSG00000030582.19",2024-08-25
"ENSMUSG00000037754","ENSMUSG00000037754.14","Ppp1r16b","ENSG00000101445","PPP1R16B","ENSG00000101445.10",2024-08-25
"ENSMUSG00000029247","ENSMUSG00000029247.18","Paics","ENSG00000128050","PAICS","ENSG00000128050.9",2024-08-25
"ENSMUSG00000037463","ENSMUSG00000037463.15","Fbxo27","ENSG00000161243","FBXO27","ENSG00000161243.10",2024-08-25
"ENSMUSG00000034685","ENSMUSG00000034685.5","Fam171a2","ENSG00000161682","FAM171A2","ENSG00000161682.15",2024-08-25
"ENSMUSG00000036323","ENSMUSG00000036323.15","Srp72","ENSG00000174780","SRP72","ENSG00000174780.17",2024-08-25
"ENSMUSG00000074625","ENSMUSG00000074625.12","Arhgap40","ENSG00000124143","ARHGAP40","ENSG00000124143.11",2024-08-25
"ENSMUSG00000034957","ENSMUSG00000034957.11","Cebpa","ENSG00000245848","CEBPA","ENSG00000245848.3",2024-08-25
"ENSMUSG00000074647","ENSMUSG00000074647.5","Fam83c","ENSG00000125998","FAM83C","ENSG00000125998.8",2024-08-25
"ENSMUSG00000030495","ENSMUSG00000030495.13","Slc7a10","ENSG00000130876","SLC7A10","ENSG00000130876.11",2024-08-25
"ENSMUSG00000034664","ENSMUSG00000034664.14","Itga2b","ENSG00000005961","ITGA2B","ENSG00000005961.19",2024-08-25
"ENSMUSG00000005882","ENSMUSG00000005882.19","Uqcc1","ENSG00000101019","UQCC1","ENSG00000101019.22",2024-08-25
"ENSMUSG00000001802","ENSMUSG00000001802.17","Lrp3","ENSG00000130881","LRP3","ENSG00000130881.14",2024-08-25
"ENSMUSG00000063820","ENSMUSG00000063820.12","Arl9","ENSG00000196503","ARL9","ENSG00000196503.5",2024-08-25
"ENSMUSG00000029248","ENSMUSG00000029248.15","Thegl","ENSG00000249693","SPMAP2L","ENSG00000249693.3",2024-08-25
"ENSMUSG00000118454","ENSMUSG00000118454.2","Wdr88","ENSG00000166359","WDR88","ENSG00000166359.11",2024-08-25
"ENSMUSG00000063808","ENSMUSG00000063808.15","Gpatch1","ENSG00000076650","GPATCH1","ENSG00000076650.7",2024-08-25
"ENSMUSG00000059325","ENSMUSG00000059325.15","Hopx","ENSG00000171476","HOPX","ENSG00000171476.23",2024-08-25
"ENSMUSG00000034621","ENSMUSG00000034621.15","Gpatch8","ENSG00000186566","GPATCH8","ENSG00000186566.13",2024-08-25
"ENSMUSG00000053030","ENSMUSG00000053030.12","Spink2","ENSG00000128040","SPINK2","ENSG00000128040.13",2024-08-25
"ENSMUSG00000065657","ENSMUSG00000065657.3","Gm25337","ENSG00000207338","RNU6-296P","ENSG00000207338.1",2024-08-25
"ENSMUSG00000050288","ENSMUSG00000050288.7","Fzd2","ENSG00000180340","FZD2","ENSG00000180340.7",2024-08-25
"ENSMUSG00000038259","ENSMUSG00000038259.5","Gdf5","ENSG00000125965","GDF5","ENSG00000125965.9",2024-08-25
"ENSMUSG00000014668","ENSMUSG00000014668.16","Chfr","ENSG00000072609","CHFR","ENSG00000072609.18",2024-08-25
"ENSMUSG00000038241","ENSMUSG00000038241.17","Cep250","ENSG00000126001","CEP250","ENSG00000126001.17",2024-08-25
"ENSMUSG00000030494","ENSMUSG00000030494.15","Rhpn2","ENSG00000131941","RHPN2","ENSG00000131941.8",2024-08-25
"ENSMUSG00000051455","ENSMUSG00000051455.14","Meioc","ENSG00000180336","MEIOC","ENSG00000180336.18",2024-08-25
"ENSMUSG00000020926","ENSMUSG00000020926.17","Adam11","ENSG00000073670","ADAM11","ENSG00000073670.14",2024-08-25
"ENSMUSG00000030493","ENSMUSG00000030493.14","Faap24","ENSG00000131944","FAAP24","ENSG00000131944.11",2024-08-25
"ENSMUSG00000023072","ENSMUSG00000023072.15","Cep89","ENSG00000121289","CEP89","ENSG00000121289.18",2024-08-25
